quote,author,tags
"good sex is like good bridge. if you don't have a good partner, you'd better have a good hand.",Mae West,[]
"...and then, i have nature and art and poetry, and if that is not enough, what is enough?",Vincent Willem van Gogh,[]
how do i love thee? let me count the ways.i love thee to the depth and breadth and heightmy soul can reach,Elizabeth Barrett Browning,[]
whenever people agree with me i always feel i must be wrong.,Oscar Wilde,[]
"i was not a pet, not a doll, not an animal.i was a survivor, and i was strong.i would not be weak, or helpless again i would not, could not be broken. tamed.","Sarah J. Maas,",[]
"without you in my arms, i feel an emptiness in my soul. i find myself searching the crowds for your face - i know it's an impossibility, but i cannot help myself.","Nicholas Sparks,",[]
"women want love to be a novel. men, a short story.",Daphne du Maurier,[]
"when i do good, i feel good. when i do bad, i feel bad. that's my religion.",Abraham Lincoln,[]
"of course motivation is not permanent. but then, neither is bathing; but it is something you should do on a regular basis.","Zig Ziglar,",[]
never miss a good chance to shut up.,Will Rogers,[]
"if all the world hated you and believed you wicked, while your own conscience approved of you and absolved you from guilt, you would not be without friends.","Charlotte BrontÃ«,",[]
i hate men who are afraid of women's strength.,"AnaÃ¯s Nin,",[]
"never marry at all, dorian. men marry because they are tired, women, because they are curious: both are disappointed.","Oscar Wilde,",[]
well-read people are less likely to be evil.,"Lemony Snicket,",[]
i suffer from girlnextdooritis where the guy is friends with you and that's it.,Taylor Swift,[]
what draws people to be friends is that they see the same truth. they share it.,C. S. Lewis,[]
look at everything always as though you were seeing it either for the first or last time: thus is your time on earth filled with glory.,"Betty Smith,",[]
behind this mask there is more than just flesh. beneath this mask there is an idea... and ideas are bulletproof.,"Alan Moore,",[]
the course of true love never did run smooth.,"William Shakespeare,",[]
the best way out is always through.,Robert Frost,[]
science is not only compatible with spirituality; it is a profound source of spirituality.,"Carl Sagan,",[]
"how long was i asleep?"" she whispered. he didn't respond. ""how long was i asleep?"" she asked again, and noticed a hint of red in his cheeks. ""you were asleep, too?"" ""until you began drooling on my shoulder.","Sarah J. Maas,",[]
"sometimes, the best way to help someone is just to be near them.","Veronica Roth,",[]
"what's up?"" i asked.you tell me,"" he said. ""you were the one about ready to start making out with adrian.""it was an experiment,"" i said. ""it was part of my therapy.""what the hell kind of therapy are you in?","Richelle Mead,",[]
this is a new year. a new beginning. and things will change.,Taylor Swift,[]
district 12: where you can starve to death in safety.,"Suzanne Collins,",[]
why do beautiful songs make you sad?' 'because they aren't true.' 'never?' 'nothing is beautiful and true.,"Jonathan Safran Foer,",[]
"there must be something in books, something we canâ€™t imagine, to make a woman stay in a burning house; there must be something there. you donâ€™t stay for nothing.","Ray Bradbury,",[]
"now that she had nothing to lose, she was free.","Paulo Coelho,",[]
"luxury is not a necessity to me, but beautiful and good things are.",Anais Nin,[]
i guess by now i should know enough about loss to realize that you never really stop missing someone-you just learn to live around the huge gaping hole of their absence.,"Alyson Noel,",[]
what's terrible is to pretend that second-rate is first-rate. to pretend that you don't need love when you do; or you like your work when you know quite well you're capable of better.,"Doris Lessing,",[]
all thinking men are atheists.,"Ernest Hemingway,",[]
courage isn't having the strength to go on - it is going on when you don't have strength.,Napoleon Bonaparte,[]
"anti-intellectualism has been a constant thread winding its way through our political and cultural life, nurtured by the false notion that democracy means that 'my ignorance is just as good as your knowledge.'",Isaac Asimov,[]
"the sunlight claps the earth, and the moonbeams kiss the sea: what are all these kissings worth, if thou kiss not me?",Percy Bysshe Shelley,[]
"the most terrible poverty is loneliness, and the feeling of being unloved.",Mother Teresa,[]
"to survive, you must tell stories.","Umberto Eco,",[]
"a girl calls and asks, ""does it hurt very much to die?""""well, sweetheart,"" i tell her, ""yes, but it hurts a lot more to keep living.","Chuck Palahniuk,",[]
"however many holy words you read, however many you speak, what good will they do you if you do not act on upon them?",Buddha Siddhartha Guatama Shakyamuni,[]
he who knows all the answers has not been asked all the questions.,Confucius,[]
"let no one ever come to you without leaving better and happier. be the living expression of god's kindness: kindness in your face, kindness in your eyes, kindness in your smile.",Mother Teresa,[]
"the more i read, the more i acquire, the more certain i am that i know nothing.",Voltaire,[]
you get what anybody gets - you get a lifetime.,"Neil Gaiman,",[]
feminism is the radical notion that women are human beings.,Cheris Kramarae,[]
all human wisdom is contained in these two words - wait and hope,"Alexandre Dumas,",[]
"oh, we're playing nice now? shall we have tea first? brew up a nice pot of kiss-my-ass?","Julie Kagawa,",[]
no good deed goes unpunished.,Oscar Wilde,[]
the desire to reach for the stars is ambitious. the desire to reach hearts is wise.,Maya Angelou,[]
"the things we love destroy us every time, lad. remember that.","George R.R. Martin,",[]
man is the cruelest animal.,Friedrich Nietzsche,[]
always be a first rate version of yourself and not a second rate version of someone else.,Judy Garland,[]
sometimes you lose a battle. but mischief always wins the war,"John Green,",[]
"god alert!"" blackjack yelled. ""it's the wine dude!mr. d sighed in exasperation. ""the next person, or horse, who calls me the 'wine dude' will end up in a bottle of merlot!","Rick Riordan,",[]
humor is reason gone mad.,Groucho Marx,[]
it is nothing to die. it is frightful not to live.,"Victor Hugo,",[]
maybe this world is another planetâ€™s hell.,Aldous Huxley,[]
scars have the strange power to remind us that our past is real.,"Cormac McCarthy,",[]
"we learn from failure, not from success!","Bram Stoker,",[]
"marriage can wait, education cannot.","Khaled Hosseini,",[]
"we donâ€™t need a list of rights and wrongs, tables of dos and donâ€™ts: we need books, time, and silence. thou shalt not is soon forgotten, but once upon a time lasts forever.",Philip Pullman,[]
the greatness of a nation and its moral progress can be judged by the way its animals are treated.,Mahatma Gandhi,[]
there are much worse games to play.,"Suzanne Collins,",[]
"i never forget a face, but in your case i'll be glad to make an exception.",Groucho Marx,[]
